region,Year,cdd
p60,2020,1413.8190908412528
p60,2021,1240.6984400572892
p60,2022,1417.126537305516
p60,2023,1597.2522297663663
p60,2024,1423.6629144330925
p60,2025,1488.17988416637
p60,2026,1172.328952094293
p60,2027,1440.7618314673227
p60,2028,1350.694982149506
p60,2029,1465.67047760102
p60,2030,1162.7994611925724
p60,2031,1233.9617221963238
p60,2032,1176.9650693729889
p60,2033,1472.00608041704
p60,2034,1280.2514216397976
p60,2035,1235.372105569024
p60,2036,1407.0087214777318
p60,2037,1522.7178814400745
p60,2038,1271.344335051252
p60,2039,1069.0893939010502
p60,2040,1369.0584544778271
p60,2041,1362.5818436782697
p60,2042,1481.0036687718757
p60,2043,1232.1251481368013
p60,2044,1239.8054153226003
p60,2045,1187.8432221058988
p60,2046,1028.5268901079223
p60,2047,1333.5519691910972
p60,2048,1218.5073833235938
p60,2049,1194.0357707245705
p60,2050,1341.3018365523335
p60,2051,1260.359129151643
p60,2052,992.2014006658252
p60,2053,1393.2650821512243
p60,2054,1413.7528307259258
p60,2055,1295.1783040205455
p60,2056,1022.6532966186136
p60,2057,949.6817500940084
p60,2058,1293.9906197803386
p60,2059,1245.0834529667763
p60,2060,988.7572764869903
p60,2061,828.5036580007645
p60,2062,1014.635344007719
p60,2063,1176.875153320842
p60,2064,993.2162201583806
p60,2065,1140.608301801588
p60,2066,810.275436656864
p60,2067,1042.4468076187068
p60,2068,994.050496028569
p60,2069,1116.7357568610312
p60,2070,804.7489063538764
p60,2071,894.3092026537229
p60,2072,827.3387341931827
p60,2073,1041.612387514142
p60,2074,901.76907638353
p60,2075,833.0277454965808
p60,2076,982.8764531034597
p60,2077,1032.5895171508664
p60,2078,866.8204025212536
p60,2079,702.3660447015222
p60,2080,951.4035454877616
p60,2081,927.9856969158244
p60,2082,998.7601947149368
p60,2083,830.8904629896459
p60,2084,828.1538855199946
p60,2085,781.5684182845433
p60,2086,645.0413961492397
p60,2087,932.575043144163
p60,2088,777.9272924549696
p60,2089,779.3146720847603
p60,2090,901.35780278435
p60,2091,854.9798465733596
p60,2092,634.1959579464499
p60,2093,950.2486244516832
p60,2094,956.4494308081964
p60,2095,858.9120141561194
p60,2096,648.9131485842252
p60,2097,623.1576685379857
p60,2098,848.2636674580399
p60,2099,828.5904828753037
p31,2020,2324.7613244946333
p31,2021,2079.861336738119
p31,2022,2426.4569147690336
p31,2023,2486.684181519656
p31,2024,2516.506280449157
p31,2025,2388.8937821117115
p31,2026,2133.988298351099
p31,2027,2404.890959988458
p31,2028,2277.5513626758084
p31,2029,2003.78517798524
p31,2030,2216.486472979977
p31,2031,2268.630160127511
p31,2032,2269.919670323548
p31,2033,2207.1897946926697
p31,2034,2150.6408654584297
p31,2035,1999.227406103319
p31,2036,2100.6187880651214
p31,2037,2354.331926418892
p31,2038,2241.0036912091937
p31,2039,1994.1256203267992
p31,2040,2137.1175699071123
p31,2041,2126.764854039452
p31,2042,2151.356580460174
p31,2043,1989.8836299602528
p31,2044,2197.6125218147545
p31,2045,2010.161533086336
p31,2046,1993.515410163516
p31,2047,2019.2556495284755
p31,2048,2155.4380003452666
p31,2049,2045.9390035543504
p31,2050,2150.3825930889966
p31,2051,2151.7900874071597
p31,2052,1813.0634153157537
p31,2053,2167.184565319704
p31,2054,1849.0722490171784
p31,2055,1915.852744349306
p31,2056,1822.798961746737
p31,2057,1591.029830242796
p31,2058,1862.733222654349
p31,2059,2045.1211024240768
p31,2060,1682.3842912045814
p31,2061,1446.2284441530985
p31,2062,1763.1263242680238
p31,2063,1809.0311790221876
p31,2064,1828.1774512426975
p31,2065,1742.8619225145376
p31,2066,1477.7644038296062
p31,2067,1800.263768141834
p31,2068,1648.46690197496
p31,2069,1416.6391746544818
p31,2070,1588.326831927605
p31,2071,1623.6357563490374
p31,2072,1638.5205574006318
p31,2073,1559.6476266183893
p31,2074,1477.2650543813586
p31,2075,1316.5482486302744
p31,2076,1438.3911476386256
p31,2077,1671.5279526448817
p31,2078,1544.469717916735
p31,2079,1320.9729876861884
p31,2080,1454.7820814276313
p31,2081,1482.3471192689265
p31,2082,1495.268063770257
p31,2083,1352.2927393472578
p31,2084,1480.3933917101
p31,2085,1327.122828660221
p31,2086,1315.6002362369434
p31,2087,1339.6552758565945
p31,2088,1436.4052260211604
p31,2089,1347.2850696018077
p31,2090,1445.8678118607413
p31,2091,1439.3928310346544
p31,2092,1189.2885239167615
p31,2093,1431.0383629559774
p31,2094,1178.2344269645037
p31,2095,1206.8043319636138
p31,2096,1128.8224108420895
p31,2097,939.4412905378538
p31,2098,1171.1236915482698
p31,2099,1323.8090763164273
p93,2020,2470.1317582477213
p93,2021,2293.529741243199
p93,2022,2137.757883559869
p93,2023,2331.415508741428
p93,2024,2217.402851060742
p93,2025,2322.7002325787703
p93,2026,2005.08962767458
p93,2027,1982.24030865671
p93,2028,2263.020261365101
p93,2029,2254.5783413056724
p93,2030,1718.2795760578133
p93,2031,1861.1187075714968
p93,2032,1958.356091702888
p93,2033,2198.619309961902
p93,2034,2048.668089109747
p93,2035,2165.5728905323563
p93,2036,2288.501179472188
p93,2037,2180.7890307633647
p93,2038,1683.4061912984748
p93,2039,1802.4305975462223
p93,2040,2077.698710594066
p93,2041,1919.8496940226728
p93,2042,2042.5255006065595
p93,2043,2006.478802828419
p93,2044,1919.3993014474493
p93,2045,1922.199552956249
p93,2046,1737.9855276209453
p93,2047,1818.3326007146145
p93,2048,2159.243859316924
p93,2049,2015.421034155214
p93,2050,2146.643192985437
p93,2051,1850.0981478856256
p93,2052,1550.0924349967668
p93,2053,2108.5261584751806
p93,2054,2358.2120657598944
p93,2055,1885.454675773324
p93,2056,1801.455401737282
p93,2057,1593.5017704921495
p93,2058,2009.8856499095843
p93,2059,1854.2581420215213
p93,2060,1891.626750700176
p93,2061,1679.6733703026675
p93,2062,1616.4249500792118
p93,2063,1790.7339060845293
p93,2064,1678.9743085690675
p93,2065,1816.4640610470087
p93,2066,1508.2690318884747
p93,2067,1468.1109282522766
p93,2068,1717.674193621791
p93,2069,1759.8433842237594
p93,2070,1236.4467734680493
p93,2071,1436.5801375097487
p93,2072,1440.2010328274268
p93,2073,1651.963137951043
p93,2074,1520.6499542000988
p93,2075,1595.3559991283666
p93,2076,1727.3014315224018
p93,2077,1529.4942426822277
p93,2078,1196.5729276775128
p93,2079,1293.4271101784072
p93,2080,1548.5658065298494
p93,2081,1328.096348106285
p93,2082,1469.2058246047789
p93,2083,1469.0278804370746
p93,2084,1406.991365986749
p93,2085,1407.4883234437534
p93,2086,1201.365738682392
p93,2087,1320.8612925773812
p93,2088,1570.4038518651255
p93,2089,1421.1109520507985
p93,2090,1595.404950329296
p93,2091,1310.3602399754525
p93,2092,1065.1854113938682
p93,2093,1530.6632751583195
p93,2094,1748.8470969168857
p93,2095,1332.3670442908256
p93,2096,1279.0793399103682
p93,2097,1124.7602565674763
p93,2098,1462.5804248846096
p93,2099,1319.3718912055792
Florida,2020,398.2016554009088
Florida,2021,452.08301658811473
Florida,2022,201.5344084000692
Florida,2023,361.4967748312405
Florida,2024,291.5330484768394
Florida,2025,395.0168442285378
Florida,2026,224.0149539971504
Florida,2027,282.90697460153694
Florida,2028,320.1216549740093
Florida,2029,281.2008820085432
Florida,2030,106.84725083059736
Florida,2031,197.72481121324267
Florida,2032,237.1965764323167
Florida,2033,254.32042423344103
Florida,2034,200.72345450961197
Florida,2035,335.9831121828847
Florida,2036,367.2009148116566
Florida,2037,208.81524985671263
Florida,2038,233.33045453024909
Florida,2039,207.0171836400766
Florida,2040,290.205289678113
Florida,2041,253.94991810134584
Florida,2042,272.90167453403
Florida,2043,327.94657662647614
Florida,2044,265.7582851091085
Florida,2045,247.87872376261737
Florida,2046,213.1442558443992
Florida,2047,170.34397985898448
Florida,2048,232.0543103045107
Florida,2049,282.63317834204946
Florida,2050,568.7229866473608
Florida,2051,194.41402857098387
Florida,2052,151.89722028338673
Florida,2053,165.9249124387781
Florida,2054,272.1380776339299
Florida,2055,175.88283993994884
Florida,2056,188.58059770649052
Florida,2057,119.18097732909212
