region,Year,average_total_load
p46,2020,29599.98128691736
p46,2023,27206.64454110301
p46,2024,28373.197995594855
p46,2027,29969.681525901495
p46,2028,26644.99374886131
p46,2029,28129.181655476103
p46,2030,30239.235706119045
p46,2031,28720.523114936783
p46,2035,30849.84167685176
p46,2037,30162.431255403928
p46,2038,23802.530916035004
p46,2039,29651.48797204952
p46,2040,25958.563335979296
p46,2041,30439.715997078296
p46,2042,28680.50191026784
p46,2043,26631.621754895514
p46,2045,28432.220355598492
p46,2046,28541.17628716349
p46,2047,29867.753191219475
p46,2049,31747.735246022123
p46,2051,31208.69324234317
p46,2052,28028.73983999811
p46,2053,29696.506095768375
p46,2056,33140.885644421054
p46,2057,27262.050575480658
p46,2058,29109.4215178066
p46,2060,29231.559408397196
p46,2061,29872.11630378264
p46,2062,31530.437555153727
p46,2063,30663.33296246478
p46,2064,29813.739661111813
p46,2065,29301.139906808916
p46,2066,30526.757706370823
p46,2067,30392.524280967184
p46,2068,29062.17506392374
p46,2069,29951.90514940614
p46,2070,30264.20207270831
p46,2071,30383.865321947193
p46,2072,31862.654971056996
p46,2073,32669.47507717692
p46,2074,30103.39561314373
p46,2075,31727.085073297145
p46,2076,30401.188868542762
p46,2077,31234.504406864555
p46,2078,30164.546438297406
p46,2079,30818.577102918804
p46,2080,29929.807373968906
p46,2081,31422.853043100145
p46,2082,30926.96670338274
p46,2083,30282.93510227071
p46,2084,29207.934587322303
p46,2085,31029.61158844508
p46,2086,30642.701603029822
p46,2087,31447.171899622903
p46,2088,31187.56571216309
p46,2089,32511.06314775832
p46,2090,32872.62169723021
p46,2091,32494.868802506226
p46,2092,31063.078414930093
p46,2093,32042.84140897805
p46,2094,33001.454277074576
p46,2095,32740.86654296712
p46,2096,33249.95717269244
p46,2097,31884.06386143288
p46,2098,32309.862610627264
p46,2099,34904.16384236087
p71,2020,6626.215880729109
p71,2023,6812.9746951180805
p71,2024,6343.472248589308
p71,2027,6183.749132999076
p71,2028,6755.220892877207
p71,2031,6072.211838732234
p71,2036,6510.542648445407
p71,2037,6258.633556682588
p71,2038,5779.209216326622
p71,2040,5770.496208960635
p71,2041,5296.666972945642
p71,2042,5726.265168286225
p71,2043,5890.320575318873
p71,2045,6062.695065416568
p71,2046,5996.235424518348
p71,2047,6099.145864909975
p71,2048,6198.485250413535
p71,2050,6005.180982448954
p71,2051,5885.575254511691
p71,2052,5673.21287575182
p71,2053,5368.030979372881
p71,2054,5704.7831648120355
p71,2057,5692.236334965675
p71,2058,5410.774780648006
p71,2060,5641.88688960106
p71,2062,5379.121662203722
p71,2063,5573.652736979554
p71,2064,5120.009363223493
p71,2065,5300.547318453451
p71,2066,5459.725059425117
p71,2067,5480.017953707134
p71,2068,5442.820667068192
p71,2069,5562.451653322059
p71,2070,5204.93685819403
p71,2071,5252.354521196499
p71,2072,5454.84261705241
p71,2074,5084.049597404637
p71,2075,5266.7294843747695
p71,2076,5155.403547107727
p71,2077,5208.162888077518
p71,2078,4908.293078531556
p71,2079,5169.737985103855
p71,2080,4946.265812225803
p71,2081,5151.897157187871
p71,2082,5107.413433297807
p71,2083,4937.733571673332
p71,2084,5102.032529574907
p71,2085,4989.830033654638
p71,2086,4941.649228733023
p71,2087,5005.605987568776
p71,2088,4941.715399498314
p71,2089,4937.868295726042
p71,2090,5063.983145772664
p71,2091,4966.50006644048
p71,2092,4846.164870234363
p71,2093,4660.6092712030595
p71,2094,4827.47614079231
p71,2095,4529.139176538435
p71,2096,4899.027209765021
p71,2097,4726.655837514513
p71,2098,4671.5279958669
p71,2099,4572.141428177312
p101,2020,545034.12101
p101,2021,542335.4545132136
p101,2022,545600.7691664649
p101,2023,562395.8561774039
p101,2024,545621.6490626286
p101,2025,562150.5207967216
p101,2026,576904.4291262341
p101,2027,587128.4635711676
p101,2028,581405.3326320611
p101,2029,583523.7802568652
p101,2030,585968.5731764664
p101,2031,608529.6972635246
p101,2032,616767.6866399612
p101,2033,622893.0588030507
p101,2034,617549.8305252553
p101,2035,626723.6090718154
p101,2036,642555.1257724556
p101,2037,641832.8434078406
p101,2038,652549.5495557837
p101,2039,678791.0370702328
p101,2040,651454.1255948264
p101,2041,658090.4105488497
p101,2042,671580.4669235039
p101,2043,706775.9496998469
p101,2044,683745.8829987146
p101,2045,712933.7072670799
p101,2046,711743.4713912344
p101,2047,741292.7998410792
p101,2048,733104.4514214133
p101,2049,743130.970237888
p101,2050,756695.6552315779
p101,2051,756256.0682272394
p101,2052,767923.0968876551
p101,2053,793662.8356589116
p101,2054,781574.4119209575
p101,2055,784410.5091860822
p101,2056,802960.5712340826
p101,2057,812758.0416555043
p101,2058,819764.5825831173
p101,2059,816488.6135878849
p101,2060,851893.5800397992
p101,2061,855294.7772772611
p101,2062,866352.616446142
p101,2063,883358.5363831267
p101,2064,869531.3854673475
p101,2065,884835.9041375911
p101,2066,898516.3187316254
p101,2067,919755.5987167754
p101,2068,922926.4319907526
p101,2069,928768.8364812362
p101,2070,940456.3137633861
p101,2071,951330.3859523847
p101,2072,973831.0880591162
p101,2073,987976.8386527301
p101,2074,983962.8276452856
p101,2075,999189.1507132965
p101,2076,1006822.4438322543
p101,2077,1025806.509174598
p101,2078,1039090.6464043865
p101,2079,1039234.3055794141
p101,2080,1039980.731735194
p101,2081,1056349.4355838639
p101,2082,1064732.759454803
p101,2083,1077753.2737109151
p101,2084,1093871.5634455539
p101,2085,1129489.5568394463
p101,2086,1113051.3968083472
p101,2087,1159945.286779196
p101,2088,1150067.8437377522
p101,2089,1172108.344387927
p101,2090,1196488.4148557878
p101,2091,1193965.7504768705
p101,2092,1212559.7243199267
p101,2093,1226612.4780008304
p101,2094,1230985.987058873
p101,2095,1250261.1504900393
p101,2096,1278900.2509451252
p101,2097,1277158.564688114
p101,2098,1304834.5339012821
p101,2099,1307840.42040168
p8,2020,5067.944609600175
p8,2021,4987.993646415392
p8,2022,5086.4323860460245
p8,2023,5046.1862201376325
p8,2024,5145.839308099576
p8,2025,4846.435968510933
p8,2026,5005.463953935656
p8,2027,5069.380921022831
p8,2028,5107.605496511179
p8,2030,5293.436815030705
p8,2031,5177.984141521242
p8,2032,5301.16271442051
p8,2033,5460.99682877636
p8,2034,5374.054797372742
p8,2036,5343.874192897791
p8,2037,5611.466683188203
p8,2038,5577.020948232031
p8,2039,5531.866382991385
p8,2040,5719.434066578803
p8,2041,5629.864655481198
p8,2042,5573.751481488959
p8,2043,5513.071312818692
p8,2044,5635.309108709054
p8,2045,5754.561862525841
p8,2046,5665.124494427653
p8,2047,5731.168970121762
p8,2048,5711.02870837393
p8,2049,5641.494960287486
p8,2050,5785.926577363412
p8,2052,5967.087162522604
p8,2053,5890.580637126845
p8,2054,5989.81424845284
p8,2055,5731.4140922658435
p8,2056,5952.980719582187
p8,2057,5940.823287263792
p8,2058,6057.596376384243
p8,2059,6240.744383952053
p8,2060,6062.123598337086
p8,2061,6107.447145132146
p8,2062,6094.3423350284465
p8,2063,6071.372232891579
p8,2064,6195.181109797599
p8,2065,6199.850954605582
p8,2066,6193.4223266967465
p8,2067,6144.227843033803
p8,2068,6334.067086320402
p8,2069,6413.1312184248
p8,2070,6508.893207577138
p8,2071,6286.8619866753215
p8,2072,6436.832955507223
p8,2073,6523.279555674419
p8,2074,6441.843346566799
p8,2075,6651.561614868523
p8,2076,6671.015862692184
p8,2077,6809.8760952079365
p8,2078,6841.350963614691
p8,2079,6591.94496289658
p8,2080,6711.074429548062
p8,2081,6663.1582579536525
p8,2082,6811.735647565488
p8,2083,6799.348691064379
p8,2084,7019.233454618757
p8,2085,7080.408954719247
p8,2086,6938.355088879342
p8,2087,6952.326655568021
p8,2088,6880.892128076732
p8,2089,6972.9514873794005
p8,2090,7106.8932760177095
p8,2091,7040.613681493497
p8,2092,7159.458920041682
p8,2093,7250.247055922214
p8,2094,7237.397435677257
p8,2095,7193.851219917352
p8,2096,7319.301012057426
p8,2097,7413.270518190921
p8,2098,7417.24365919673
p8,2099,7507.253928367636
California,2020,981257.6556889334
California,2021,944315.2092667675
California,2022,983671.7296094183
California,2023,1024522.1264855722
California,2024,1004934.0632383341
California,2025,1005824.2397679663
California,2027,975147.5021058364
California,2028,1030059.9003204331
California,2029,1003329.3104156604
California,2030,1063517.9112574793
California,2031,1013053.6569310168
California,2032,1082248.59019094
California,2033,1035421.2626765694
California,2034,1033000.9780632647
California,2035,1076093.7330563543
California,2036,1073827.187238022
California,2037,1112604.3695528577
California,2038,1106768.8443265583
California,2039,1114511.045580362
California,2040,1102646.1681664076
California,2041,1111891.4379456467
California,2042,1087039.215225697
California,2043,1100821.9295517218
California,2044,1101157.6438816707
California,2045,1115271.4941510705
California,2046,1172521.1443792325
California,2047,1127970.5221912744
California,2048,1094472.7401284855
California,2049,1122241.9155904765
California,2050,1170326.817840788
California,2051,1144686.9404934624
California,2052,1171846.1407625591
California,2053,1153360.4052658146
California,2054,1128212.0520660062
California,2055,1184549.1092952644
California,2056,1158856.3209109637
California,2057,1195957.400883413
California,2058,1188005.141439789
California,2059,1190274.1475412599
California,2060,1231101.7653047992
California,2061,1198802.7492828527
California,2062,1223940.2206188822
California,2063,1271370.588923392
California,2064,1259571.0681836838
California,2065,1238512.192928049
California,2066,1243128.4116769957
California,2067,1248715.6412218262
California,2068,1283486.3678959706
California,2069,1224775.3570450924
California,2070,1286547.5580153454
California,2071,1260707.781785183
California,2072,1313577.5053822433
California,2073,1298403.4069934809
California,2074,1317244.9162019326
California,2075,1329292.599344287
California,2076,1336777.0193877604
California,2077,1315588.5514472653
California,2078,1382668.3568315592
California,2079,1346904.3350341485
California,2080,1347451.8641499605
