Unnamed: 0,Year,Month,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,Alabama,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,USA
0.0,2020,1,7539.45,4047.52,1844.28,730.49,5317.06,1518.41,181.21,162.46,15226.51,16458.6,2541.19,1515.52,2527.87,625.78,2074.26,640.39,1137.77,617.33,16.16,281.12,1101.21,271.55,178.14,935.09,3628.77,209.62,983.8,6465.59,140.8,1199.54,2223.64,224.36,5381.24,1928.96,90.96,542.83,1460.08,1584.57,268.62,1853.83,2591.47,613.53,8650.14,268.73,1707.81,1240.71,866.6,2855.71,93.34,5839.95,3424.64,213.85,5790.87,3980.66,2152.36,2348.11,1193.22,11124.61,778.13,559.65,1386.26,983.01,19154.63,6457.26,8932.17,3617.66,12754.41,511.06,719.71,4635.4,351.33,6807.62,497.63,291.34,1490.14,1662.3,431.39,1084.91,4016.38,14583.78,3826.34,1381.14,2241.08,889.73,5765.83,3486.58,6520.16,2170.22,8504.41,7942.15,2281.99,18337.52,2705.55,25554.35,4973.02,9964.38,12634.0,12209.43,15636.08,504.07,27036.49,15264.74,13501.98,1386.39,9779.94,2561.16,4174.83,1691.8,10235.93,1128.78,8139.53,10745.15,2400.6,3899.47,5124.16,2909.16,2372.06,3373.09,617.46,363.75,1135.53,17864.41,11497.26,85.54,1786.37,12240.9,18365.95,3167.03,872.05,1736.48,8865.45,4798.83,1197.16,1773.58,16411.37,8769.1,8095.809999999999,34147.62,7310.2,4798.83,1786.37,11497.26,44583.22,25554.35,3330.05,21862.070000000003,16493.13,7051.19,5995.21,15691.23,14509.19,1773.58,12620.58,8865.45,15178.79,10026.249999999998,8587.01,14448.35,2141.75,4707.48,4043.39,1736.48,12240.9,3041.82,21532.98,24696.53,1987.46,25035.48,9329.21,6920.800000000001,23780.24,1197.16,14771.36,1789.61,18337.52,57959.03,3833.6,872.05,19517.76,14052.49,5281.219999999999,9899.89,2474.9700000000003,576392.7399999998
1.0,2020,2,6767.18,3801.38,1602.88,595.48,4985.62,1465.91,166.1,153.7,14654.91,15889.59,2449.29,1467.33,2386.44,559.25,1870.77,593.34,1060.12,575.44,14.46,254.12,1044.64,258.42,166.77,905.05,3468.53,203.0,942.96,5983.21,138.37,1138.57,2124.0,213.08,5239.37,1880.97,86.69,502.26,1353.92,1495.31,255.33,1627.16,2385.67,569.92,7964.39,245.11,1615.73,1144.73,813.79,2648.53,88.07,5124.33,2944.41,197.91,5155.43,3490.56,1776.73,1972.59,989.9,9246.91,740.3,464.69,1213.83,799.1,16117.17,5173.72,7870.21,3016.81,10636.3,473.21,669.37,4308.32,322.69,6144.28,435.81,274.85,1428.01,1554.73,403.6,1017.47,3914.46,13662.07,3587.42,1320.44,2146.97,744.36,4958.38,2871.7,5441.33,1875.85,7450.18,7054.16,1994.86,17192.88,2493.04,22470.73,4529.3,9448.66,11468.08,11559.25,14993.26,489.76,21660.57,12223.14,12848.97,1335.66,9159.41,2426.95,3879.34,1562.13,9704.94,1088.12,7851.32,10302.63,2332.44,3706.37,4828.77,2813.57,2270.65,3192.92,582.25,346.62,1101.89,16839.57,10748.07,80.66,1712.16,11536.53,17271.12,2955.57,818.37,1616.18,8305.54,4463.78,1138.4,1664.4,14445.4,8172.46,6907.9,32625.28,7115.36,4463.78,1712.16,10748.07,35053.14,22470.73,3013.08,20613.82,15427.72,6593.42,5353.34,14810.53,12006.81,1664.4,11848.36,8305.54,14446.98,9222.36,7276.879999999999,12734.829999999998,1970.4,4228.45,3846.81,1616.18,11536.53,2872.13,20226.69,22757.86,1853.19,24079.97,8156.36,6617.34,22328.55,1138.4,13977.96,1696.09,17192.88,47838.16,3669.04,818.37,18629.23,12766.920000000002,5043.46,9454.17,2362.13,526228.05
2.0,2020,3,6881.06,3780.73,1579.55,589.46,4838.8,1400.51,161.04,153.75,14260.4,15839.84,2345.61,1407.36,2379.14,536.77,1708.89,564.24,986.54,522.1,13.15,237.05,976.28,241.59,154.41,826.85,3316.29,189.49,918.55,5876.43,132.6,1154.89,2065.79,192.42,4956.49,1777.93,78.25,453.26,1212.09,1319.95,231.2,1357.94,2105.57,520.51,7258.2,219.1,1441.33,1052.84,770.77,2593.32,85.04,4891.76,2493.76,196.16,4845.84,2970.53,1464.94,1680.87,876.78,8543.74,723.88,448.14,1000.59,762.2,14360.61,4348.78,6675.73,2701.5,9452.75,429.62,610.23,3918.28,275.22,5462.73,370.08,259.22,1336.51,1447.75,371.53,945.19,3598.65,12254.16,3126.41,1131.46,1847.73,615.38,4107.67,2555.38,4855.59,1661.88,6618.24,6098.78,1738.95,14541.32,2159.42,20109.57,3975.79,8276.41,10137.55,9952.45,12160.2,409.67,19577.13,11317.58,11992.82,1223.06,8220.51,2103.32,3393.56,1359.19,8171.03,944.94,6979.51,9135.07,2024.32,3198.33,4271.59,2490.65,2023.98,2852.26,512.73,298.78,947.99,14532.26,9137.38,70.17,1470.41,10538.03,16373.29,2736.41,751.85,1489.48,7779.54,4086.13,1078.78,1583.37,12717.02,8027.99,5725.08,32008.92,6709.570000000001,4086.13,1470.41,9137.38,32591.160000000003,20109.57,2803.82,18104.78,13614.59,5969.84,5033.85,12624.81,11073.42,1583.37,10085.37,7779.54,13451.43,8419.38,6517.47,11109.57,1821.33,3690.25,3756.05,1489.48,10538.03,2814.96,19109.7,20090.0,1661.38,21310.87,7450.34,6397.21,19586.18,1078.78,12252.2,1499.77,14541.32,41970.09999999999,3505.78,751.85,15484.26,12788.8,4506.04,8722.109999999999,2165.29,476711.52000000014
3.0,2020,4,6657.14,3655.99,1563.04,583.34,4597.28,1300.94,157.29,163.08,14272.19,16083.37,2340.97,1373.16,2844.62,519.1,1673.58,618.66,937.11,479.36,12.07,244.95,994.92,137.0,115.56,674.55,3314.25,136.19,968.32,6773.53,144.11,1275.66,1888.67,170.46,4772.14,1665.09,74.08,423.17,1130.65,1205.31,210.81,1211.44,1936.61,484.23,6780.23,204.33,1295.67,983.21,813.59,2689.01,89.2,4492.7,2376.29,195.88,4645.19,2682.35,1264.44,1642.27,815.13,8034.08,778.67,430.38,1036.25,788.73,15108.48,4628.84,7076.23,2584.25,9689.27,390.09,564.51,3634.9,217.35,5034.08,322.23,259.65,1377.47,1423.04,348.85,922.0,3606.53,11909.33,3060.88,1084.34,1842.21,504.15,4285.63,2717.02,4577.08,1482.9,6034.74,5370.77,1553.52,12848.66,2029.7,18128.72,3529.63,6804.91,9342.8,8594.56,12901.21,399.8,20531.33,11595.28,11610.76,1111.7,7914.47,2087.67,3343.48,1315.85,7488.01,836.58,6067.34,7911.25,1809.51,2885.02,3804.53,2184.05,1796.29,2547.74,460.18,270.28,842.72,14119.99,9533.07,68.79,1522.22,10713.62,15907.99,2809.87,705.27,1418.73,7696.82,4158.65,1035.26,1439.1,11285.3,9147.92,5927.9,32369.51,6437.2300000000005,4158.65,1522.22,9533.07,33339.520000000004,18128.72,2737.23,17457.52,13337.78,5476.17,4827.389999999999,11586.54,10708.01,1439.1,10367.36,7696.82,12946.84,7847.44,6059.98,9938.19,1746.53,3347.39,4138.02,1418.73,10713.62,2636.15,18717.86,17937.36,1549.1,18576.15,6798.83,6049.99,18214.35,1035.26,10329.1,1361.17,12848.66,44563.45,3448.99,705.27,15749.4,12446.0,3973.29,8454.51,1892.61,447204.26000000007
4.0,2020,5,6293.83,3512.03,1505.06,593.94,4277.5,1287.84,160.16,171.57,14823.24,16909.74,2315.13,1327.19,3521.76,506.17,1856.25,672.2,917.58,492.0,12.49,252.45,1021.98,137.54,127.14,706.51,3298.19,134.57,1076.56,8448.51,167.14,1625.17,2328.63,180.46,5680.1,1846.01,77.63,487.65,1355.88,1344.93,239.26,1417.58,2448.33,582.52,8354.61,243.98,1565.1,1199.41,952.99,3145.41,103.57,5642.66,3146.81,234.03,6113.1,3648.68,1582.23,2119.0,1061.98,10230.2,979.43,521.59,1206.89,1140.41,19975.58,5835.38,8393.96,3329.71,12934.97,477.77,696.64,4617.77,303.45,6412.25,403.43,319.81,1649.0,1698.84,424.9,1071.16,4102.53,15518.68,3958.8,1447.99,2385.77,663.89,5248.6,3231.08,5830.46,1714.11,7294.55,7147.17,2034.72,14713.86,2384.59,23185.17,4315.4,8624.64,11038.11,10194.45,14873.14,453.55,23630.12,13538.07,14927.5,1354.26,9805.89,2511.98,3958.38,1578.21,9168.98,1020.87,7510.31,9793.0,2231.34,3437.82,4417.21,2542.05,2142.12,2916.42,562.68,318.7,1000.26,18157.11,11458.06,85.5,1911.51,13121.32,19710.18,3471.99,863.55,1854.01,10101.0,5433.4,1399.34,1600.91,14379.54,11284.18,7325.81,33526.1,7443.650000000001,5433.4,1911.51,11458.06,38772.89,23185.17,2962.64,23230.54,16238.41,6822.67,6346.370000000001,14123.469999999998,13461.28,1600.91,12458.32,10101.0,16576.46,9564.46,7509.9,12988.7,1746.6799999999998,4057.95,4814.24,1854.01,13121.32,3269.6000000000004,23182.17,21113.15,1818.19,22895.91,8893.0,5620.620000000001,23368.41,1399.34,12925.12,1505.27,14713.86,58258.02,3432.44,863.55,18326.72,11903.32,4668.23,10131.86,1944.34,548953.1699999999
5.0,2020,6,5699.32,3422.88,1591.6,677.42,4624.76,1435.33,201.28,197.34,19531.42,19532.6,2558.63,1697.91,4831.93,514.01,2294.69,859.97,980.97,553.35,12.79,284.18,1131.28,172.93,138.57,809.64,4063.34,154.96,1520.96,10535.45,184.12,2028.76,2684.95,186.43,6341.94,1979.89,90.03,535.38,1518.39,1575.66,277.06,1688.9,3045.11,648.88,9116.29,281.26,1895.52,1302.03,1094.08,3609.49,119.63,6586.33,3654.26,284.76,7305.83,4277.49,1951.8,2520.68,1257.36,11076.26,1128.44,585.77,1347.19,1289.93,22480.39,6380.8,9207.1,3666.08,14318.17,546.08,795.58,5327.99,346.78,7143.17,475.29,332.38,1795.44,1898.93,471.6,1259.37,4951.69,18183.3,4404.51,1615.25,2632.53,786.78,5879.94,3639.86,6446.58,1926.98,8205.18,8022.86,2302.73,17109.03,2703.25,25660.54,5045.81,10518.34,12964.51,12329.63,17266.8,501.76,26446.0,14552.97,16051.73,1496.46,10618.42,2819.95,4502.27,1803.06,10296.71,1099.26,8376.35,10561.15,2391.15,3762.6,4797.06,2773.11,2284.26,3323.81,583.76,340.77,1082.31,20384.58,13399.65,113.61,2358.43,16226.98,21895.09,4538.87,873.72,1950.64,10930.73,6019.52,1564.84,1618.06,16190.41,14251.65,8400.619999999999,40024.05,8273.56,6019.52,2358.43,13399.65,43204.31,25660.54,3628.190000000001,26361.49,17883.760000000002,8018.01,7569.66,15881.570000000002,14678.56,1618.06,14464.33,10930.73,17863.88,10529.750000000002,8372.17,14937.46,1915.1900000000005,4990.38,6529.84,1950.64,16226.98,3754.57,26193.88,25177.67,2053.77,25084.86,10317.1,6246.97,25885.86,1564.84,15515.49,1749.93,17109.03,64832.01999999999,4218.3,873.72,21075.03,11337.56,5008.99,11630.83,2205.09,639317.6799999999
6.0,2020,7,5960.24,3765.41,1833.84,766.87,5365.24,1597.46,289.73,236.72,21862.45,23953.09,3269.14,1805.28,5057.19,544.98,2510.59,892.02,960.0,561.52,12.28,291.32,1117.49,227.42,145.11,991.95,4323.34,163.98,1888.9,11012.66,140.98,2196.75,2802.62,188.7,6758.94,2054.8,93.66,566.81,1620.03,1638.4,324.47,1992.76,3271.15,700.04,9611.17,294.47,1965.79,1409.21,1138.6,3766.16,126.71,6939.23,3949.04,307.1,7661.32,4503.28,2033.28,2633.7,1373.07,11369.14,1120.98,611.96,1369.91,1309.78,23668.58,6420.69,9586.62,3700.45,14549.86,558.36,813.69,5335.24,356.21,7513.46,496.38,358.86,1935.9,2057.5,488.86,1361.66,5193.87,19064.51,4541.31,1661.13,2759.31,819.98,6127.64,3793.16,6874.16,2022.17,8576.41,8413.97,2385.79,17180.61,2725.5,26949.98,5287.5,10632.75,13769.64,12561.97,17813.12,544.63,26393.44,14691.5,17389.22,1624.09,11479.57,2932.08,4687.87,1850.78,10743.7,1178.32,8864.39,11134.3,2515.18,3977.61,5205.5,2952.84,2457.64,3595.36,645.01,376.52,1194.58,22229.18,14410.17,115.12,2511.05,17205.97,23490.59,4710.18,1001.88,2152.67,12041.31,6505.21,1723.42,1830.43,16784.85,15141.56,8758.27,49261.89,8780.55,6505.21,2511.05,14410.17,43069.7,26949.98,3901.25,27984.580000000005,19016.6,8102.86,7948.88,16488.86,15108.490000000002,1830.43,15602.19,12041.31,19326.07,11066.55,8896.33,15491.469999999998,1912.99,5538.610000000001,6818.599999999999,2152.67,17205.97,3927.44,28055.84,26016.14,2173.49,26340.07,10986.98,7248.15,28447.91,1723.42,15853.9,1818.27,17180.61,66564.02,4486.8,1001.88,21957.82,12261.57,5379.719999999999,12345.309999999998,2436.8900000000003,674362.1
7.0,2020,8,5883.44,3696.75,1869.92,764.36,5189.58,1550.1,278.35,238.17,23581.15,24961.58,3475.99,1798.41,4757.26,539.47,2395.88,849.77,946.81,562.18,11.79,289.71,1067.36,227.73,141.92,994.15,4214.86,158.81,1806.17,11293.38,131.12,2207.32,2726.05,182.88,6410.67,1946.46,95.0,582.22,1638.47,1724.64,334.23,2095.92,3300.98,728.49,10345.16,309.81,2058.33,1497.72,1171.9,3876.1,129.9,7287.33,4103.63,305.65,7958.43,4566.67,2154.23,2750.23,1384.43,11622.74,1150.22,639.69,1432.31,1391.06,24269.52,6599.82,9766.4,3779.41,15031.56,604.5,870.57,5635.85,379.45,8013.15,523.4,381.54,1951.65,2106.33,529.49,1412.72,5124.87,19502.04,4891.41,1740.63,2898.17,884.87,6342.87,3858.65,6839.54,2104.39,8587.28,8345.99,2354.96,17930.11,2841.83,26205.72,5206.34,10129.65,13255.74,12518.04,17552.69,521.03,25954.31,14862.47,16968.83,1616.83,11677.22,3107.61,4947.91,1924.81,10947.78,1195.68,8916.81,11219.81,2568.82,4067.83,4987.22,2874.0,2470.15,3542.26,610.53,350.71,1103.2,21004.87,13435.91,112.74,2416.99,16242.83,22197.7,4358.66,931.51,2036.32,11239.28,6110.23,1625.06,1753.61,16849.86,15367.91,9066.01,52160.52,8317.33,6110.23,2416.99,13435.91,42893.67,26205.72,3785.12,28219.28,19732.74,8554.29,8253.01,16856.94,15475.2,1753.61,14519.23,11239.28,18897.160000000003,11943.87,8922.14,16417.73,1884.09,5703.81,6456.540000000001,2036.32,16242.83,3884.33,26449.58,25735.65,2220.69,26507.65,11482.88,7004.200000000001,26546.63,1625.06,15297.82,1895.42,17930.11,68718.07999999999,4373.67,931.51,21631.279999999995,12155.21,5332.82,12473.78,2377.49,670923.3600000001
8.0,2020,9,5623.1,3416.94,1653.26,649.11,4894.9,1501.75,234.32,210.55,21648.7,23350.7,3321.93,1652.2,4383.3,493.71,2061.92,762.63,883.47,507.26,10.9,263.01,988.75,199.8,127.25,881.55,3950.12,149.22,1710.04,10434.89,126.95,2019.08,2489.75,168.58,5867.17,1829.41,84.6,521.39,1350.44,1366.86,271.51,1662.68,2675.02,593.68,8557.09,268.36,1722.41,1218.78,1033.88,3494.44,111.93,6363.6,3452.15,258.93,6695.8,3903.01,1777.61,2383.96,1167.87,10734.32,1084.19,594.18,1325.99,1223.55,21982.57,6099.78,9329.38,3459.89,13889.51,512.51,755.12,5013.15,314.07,6618.44,440.08,316.43,1775.94,1894.24,456.91,1249.6,4703.37,16853.93,4152.78,1501.85,2437.0,714.45,5818.88,3523.74,6157.91,1923.52,7910.4,7706.77,2195.91,16236.82,2563.84,24350.65,4668.71,9108.74,12088.39,11316.93,15669.78,481.57,25251.46,14283.29,15582.59,1493.8,10328.83,2734.43,4355.25,1700.98,9607.07,1041.26,8227.77,10227.62,2345.14,3630.35,4527.64,2598.11,2138.92,3170.34,580.79,336.65,1056.83,19828.22,12414.06,96.85,2225.13,15390.29,21850.26,4129.8,930.05,1995.25,10828.23,5814.95,1528.85,1760.82,15510.72,14272.99,8182.25,48171.63,7648.540000000001,5814.95,2225.13,12414.06,41642.05,24350.65,3296.62,24699.92,17395.059999999998,7484.45,6936.76,14911.65,14143.55,1760.82,13470.89,10828.23,17356.81,9838.18,8049.55,13453.5,1739.88,4550.969999999999,5969.3,1995.25,15390.29,3480.98,25980.06,23360.39,1816.39,24278.32,9835.91,6586.839999999999,25270.820000000003,1528.85,13610.17,1508.6799999999998,16236.82,62887.92,4099.23,930.05,19344.160000000003,11266.510000000002,4711.74,11106.71,2178.54,614568.4799999999
9.0,2020,10,6090.25,3227.71,1551.65,553.64,4574.81,1327.21,192.42,191.13,18370.7,21094.92,2963.12,1557.66,3879.14,487.29,1806.27,711.04,879.6,477.11,12.54,254.58,1006.2,170.5,118.13,752.07,3722.44,141.09,1532.53,9070.42,129.3,1765.33,2248.39,172.32,5172.17,1703.56,80.72,468.01,1352.55,1320.8,227.7,1341.04,2181.84,584.12,8255.48,240.5,1433.02,1147.56,804.47,2715.89,89.79,4538.3,2591.04,215.93,4966.94,2798.9,1357.48,1858.67,866.16,8938.48,912.3,473.47,1040.82,887.93,16318.35,5037.82,7902.66,2881.87,12043.2,472.14,635.41,3961.39,234.94,5568.83,363.23,264.03,1357.78,1442.96,391.09,960.38,3577.79,12451.14,3326.98,1170.06,1901.77,568.5,4779.01,2873.6,4946.5,1526.58,6261.51,6087.95,1802.1,13190.44,2051.92,20088.97,3809.39,7828.55,9591.88,9347.07,12127.87,397.84,23755.75,12477.14,11369.37,1137.7,7977.36,2124.57,3291.66,1353.14,7482.09,818.94,6213.67,7886.72,1804.49,2878.2,3746.5,2178.13,1744.77,2506.3,458.23,276.81,868.08,13977.4,9225.65,70.89,1576.92,10744.88,16337.51,3010.75,768.96,1621.28,9126.09,4475.81,1260.27,1601.84,12012.55,12454.1,6584.22,40542.89,6858.83,4475.81,1576.92,9225.65,38024.8,20088.97,2988.05,18810.64,13291.7,6012.43,5181.299999999999,11605.56,11742.5,1601.84,10093.73,9126.09,12761.3,9549.86,6468.46,10800.22,1692.5099999999998,3743.0,5419.639999999999,1621.28,10744.88,3024.78,19056.16,18938.95,1817.36,18757.92,7165.09,6089.52,18218.88,1260.27,11542.25,1480.95,13190.44,49540.51,3863.25,768.96,15059.36,11215.61,3900.77,8802.63,1981.74,476127.49
